0.0000000000000000e+00	2.1114052807282938e+01	-1.1368683772161603e-13
2.0000000000000000e+01	2.0432568790235173e+01	0.0000000000000000e+00
4.0000000000000000e+01	1.9753884650296218e+01	0.0000000000000000e+00
6.0000000000000000e+01	1.9087337819379709e+01	0.0000000000000000e+00
8.0000000000000000e+01	1.8444901015990457e+01	-1.1368683772161603e-13
1.0000000000000000e+02	1.7837106052699617e+01	0.0000000000000000e+00
1.2000000000000000e+02	1.7271831230875524e+01	0.0000000000000000e+00
1.4000000000000000e+02	1.6754236229967969e+01	0.0000000000000000e+00
1.6000000000000000e+02	1.6287109010078709e+01	0.0000000000000000e+00
1.8000000000000000e+02	1.5871316204863911e+01	0.0000000000000000e+00
2.0000000000000000e+02	1.5506235442438909e+01	0.0000000000000000e+00
2.2000000000000000e+02	1.5190128817915355e+01	1.1368683772161603e-13
2.4000000000000000e+02	1.4920450245238726e+01	0.0000000000000000e+00
2.6000000000000000e+02	1.4694092053511122e+01	0.0000000000000000e+00
2.8000000000000000e+02	1.4507579884559945e+01	0.0000000000000000e+00
3.0000000000000000e+02	1.4357225035814666e+01	0.0000000000000000e+00
3.2000000000000000e+02	1.4239242220320460e+01	0.0000000000000000e+00
3.4000000000000000e+02	1.4149839278618314e+01	0.0000000000000000e+00
3.6000000000000000e+02	1.4085284081274201e+01	0.0000000000000000e+00
3.8000000000000000e+02	1.4041952877083324e+01	0.0000000000000000e+00
4.0000000000000000e+02	1.4016363778411687e+01	0.0000000000000000e+00
4.2000000000000000e+02	1.4005199081298770e+01	0.0000000000000000e+00
4.4000000000000000e+02	1.4005320990409400e+01	0.0000000000000000e+00
4.6000000000000000e+02	1.4013787667187222e+01	0.0000000000000000e+00
4.8000000000000000e+02	1.4027881573042844e+01	1.4210854715202004e-14
5.0000000000000000e+02	1.4045172276707007e+01	-1.7763568394002505e-14
5.2000000000000000e+02	1.4063723231523339e+01	-1.7075478552285207e+02
5.4000000000000000e+02	1.4082345979671429e+01	-3.8261945961979097e+02
5.6000000000000000e+02	1.4100182081810186e+01	-5.5047961770849656e+02
5.8000000000000000e+02	1.4116585777561601e+01	-6.8428727064111217e+02
6.0000000000000000e+02	1.4131177521884396e+01	-7.9102636671245489e+02
6.2000000000000000e+02	1.4143811875886778e+01	-8.7592403052893792e+02
6.4000000000000000e+02	1.4154510213102776e+01	-9.4307548377667888e+02
6.6000000000000000e+02	1.4163397997459635e+01	-9.9578231311294098e+02
6.8000000000000000e+02	1.4170656830371060e+01	-1.0367489343865329e+03
7.0000000000000000e+02	1.4176491231420888e+01	-1.0682072686969168e+03
7.2000000000000000e+02	1.4181107234589156e+01	-1.0920035288177678e+03
7.4000000000000000e+02	1.4184699605642614e+01	-1.1096636234388725e+03
7.6000000000000000e+02	1.4187445001974865e+01	-1.1224453372118719e+03
7.8000000000000000e+02	1.4189499047131225e+01	-1.1313814482238934e+03
8.0000000000000000e+02	1.4190995866485755e+01	-1.1373160347963656e+03
8.2000000000000000e+02	1.4192049079852616e+01	-1.1409353077178846e+03
8.4000000000000000e+02	1.4192753578493001e+01	-1.1427938576568752e+03
8.6000000000000000e+02	1.4193187650312062e+01	-1.1433369804760932e+03
8.8000000000000000e+02	1.4193415181084823e+01	-1.1429196174453446e+03
9.0000000000000000e+02	1.4193487770803047e+01	-1.1418223680339356e+03
9.2000000000000000e+02	1.4193446677900059e+01	-1.1402649750968901e+03
9.4000000000000000e+02	1.4193324551551688e+01	-1.1384176348587775e+03
9.6000000000000000e+02	1.4193146941737032e+01	-1.1364104425337850e+03
9.8000000000000000e+02	1.4192933594171064e+01	-1.1343412468962401e+03
1.0000000000000000e+03	1.4192699546727431e+01	-1.1322821529869650e+03
1.0200000000000000e+03	1.4192456048407998e+01	-1.1302848811874769e+03
1.0400000000000000e+03	1.4192211323222292e+01	-1.1283851630114734e+03
1.0600000000000000e+03	1.4191971200805867e+01	-1.1266063290427994e+03
1.0800000000000000e+03	1.4191739634074697e+01	-1.1249622223463994e+03
1.1000000000000000e+03	1.4191519122219697e+01	-1.1234595512114638e+03
1.1200000000000000e+03	1.4191311055222439e+01	-1.1220997780431694e+03
1.1400000000000000e+03	1.4191115994015645e+01	-1.1208806263725612e+03
1.1600000000000000e+03	1.4190933898528863e+01	-1.1197972750617989e+03
1.1800000000000000e+03	1.4190764314206378e+01	-1.1188432975884273e+03
1.2000000000000000e+03	1.4190606526186887e+01	-1.1180113945097889e+03
1.2200000000000000e+03	1.4190459689208181e+01	-1.1172939584807464e+03
1.2400000000000000e+03	1.4190322940467288e+01	-1.1166835030072834e+03
1.2600000000000000e+03	1.4190195502180725e+01	-1.1161729776077907e+03
1.2800000000000000e+03	1.4190076780576423e+01	-1.1157559816413291e+03
1.3000000000000000e+03	1.4189966468785865e+01	-1.1154268736592655e+03
1.3200000000000000e+03	1.4189864663182645e+01	-1.1151807465285146e+03
1.3400000000000000e+03	1.4189772007366562e+01	-1.1150131880811127e+03
1.3600000000000000e+03	1.4189689887781604e+01	-1.1149196466352098e+03
1.3800000000000000e+03	1.4189620725175594e+01	-1.1148940168196166e+03
1.4000000000000000e+03	1.4189568447689757e+01	-1.1149256432693821e+03
1.4200000000000000e+03	1.4189539316864360e+01	-1.1149930801736318e+03
1.4400000000000000e+03	1.4189543453805179e+01	-1.1150511735261871e+03
1.4600000000000000e+03	1.4189597775214358e+01	-1.1150043810359603e+03
1.4800000000000000e+03	1.4189865897931574e+01	-1.1140758562646936e+03
1.5000000000000000e+03	1.4189865897931574e+01	-1.1140758562646936e+03
