0.0000000000000000e+00	1.0000000000000000e+00	5.0000000000000000e-01	1.0000000000000000e+02	1.0000000000000000e+02
8.0000000000000000e+01	2.2222995030513064e+00	4.6138275506534454e-01	1.0219278598056042e+02	1.0123548897541238e+02
1.6000000000000000e+02	2.6835175624231091e+00	5.7294261762399123e-01	1.0433113250525925e+02	1.0323061296784991e+02
2.4000000000000000e+02	2.7745904443365608e+00	7.2813148745782985e-01	1.0650985026472284e+02	1.0538826290118833e+02
3.2000000000000000e+02	2.7011426916382852e+00	8.7550762356593947e-01	1.0856203739421387e+02	1.0750470738945747e+02
4.0000000000000000e+02	2.5718283747424806e+00	9.8978849845369088e-01	1.1037172799296394e+02	1.0943547010004067e+02
4.8000000000000000e+02	2.4406137516153135e+00	1.0642985325922238e+00	1.1188934879896165e+02	1.1109992034933444e+02
5.6000000000000000e+02	2.3291285979176268e+00	1.1046801692472659e+00	1.1307969322678109e+02	1.1235098193563979e+02
6.4000000000000000e+02	2.2455001895284212e+00	1.1203291373729769e+00	1.1376824701679428e+02	1.1264719983099607e+02
7.2000000000000000e+02	2.1931590019588612e+00	1.1203248057849731e+00	1.1407324057606671e+02	1.1278909403044688e+02
1.5000000000000000e+03	2.1392221883654186e+00	1.0902350492591586e+00	1.1419803732253983e+02	1.1291062969318716e+02
