0.0000000000000000e+00	1.0000000000000000e+00	5.0000000000000000e-01	1.0000000000000000e+02	1.0000000000000000e+02
2.0000000000000000e+01	1.4090857372126850e+00	4.6691666839170998e-01	1.0061690621170827e+02	1.0013020375107661e+02
4.0000000000000000e+01	1.7413021882703770e+00	4.5240431039530243e-01	1.0116233683549126e+02	1.0042958781405399e+02
6.0000000000000000e+01	2.0084620583329373e+00	4.5239779257709617e-01	1.0168452751776020e+02	1.0081729390516584e+02
8.0000000000000000e+01	2.2207958856245100e+00	4.6364454239402653e-01	1.0220489778657867e+02	1.0125568275948089e+02
1.0000000000000000e+02	2.3871000337098995e+00	4.8355771301202916e-01	1.0273172318512675e+02	1.0172667729593857e+02
1.2000000000000000e+02	2.5148820412653374e+00	5.1006976805399207e-01	1.0326694213764445e+02	1.0222081430247701e+02
1.4000000000000000e+02	2.6105180493770179e+00	5.4150953591547779e-01	1.0380952290044679e+02	1.0273229953814376e+02
1.6000000000000000e+02	2.6794113714031624e+00	5.7650669370385099e-01	1.0435712079672045e+02	1.0325684993360602e+02
1.8000000000000000e+02	2.7261408646524004e+00	6.1392081094509621e-01	1.0490689113851082e+02	1.0379080108118045e+02
2.0000000000000000e+02	2.7545924010502962e+00	6.5279032025407258e-01	1.0545588755318786e+02	1.0433077162788915e+02
2.2000000000000000e+02	2.7680709569596962e+00	6.9229686180586814e-01	1.0600125775742433e+02	1.0487356165754750e+02
2.4000000000000000e+02	2.7693936357430124e+00	7.3174107364673380e-01	1.0654034061811109e+02	1.0541614197220515e+02
2.6000000000000000e+02	2.7609654804781587e+00	7.7052660002751416e-01	1.0707071477157933e+02	1.0595567334806961e+02
2.8000000000000000e+02	2.7448406147519879e+00	8.0814972274020391e-01	1.0759022272147480e+02	1.0648953132095211e+02
3.0000000000000000e+02	2.7227713953972534e+00	8.4419256284928723e-01	1.0809698154467496e+02	1.0701532760877706e+02
3.2000000000000000e+02	2.6962481021999283e+00	8.7831826481341468e-01	1.0858938529126645e+02	1.0753092553596392e+02
3.4000000000000000e+02	2.6665313742962740e+00	9.1026697860965355e-01	1.0906610145186022e+02	1.0803444914153339e+02
3.6000000000000000e+02	2.6346792236246590e+00	9.3985180918572053e-01	1.0952606275742137e+02	1.0852428641633945e+02
3.8000000000000000e+02	2.6015700692728707e+00	9.6695421037830198e-01	1.0996845519811481e+02	1.0899908733286530e+02
4.0000000000000000e+02	2.5679228778078942e+00	9.9151856116545245e-01	1.1039270305773225e+02	1.0945775739021349e+02
4.2000000000000000e+02	2.5343151852757719e+00	1.0135458721004251e+00	1.1079845174291566e+02	1.0989944741854262e+02
4.4000000000000000e+02	2.5011995304765038e+00	1.0330867251326759e+00	1.1118554913952160e+02	1.1032354038945833e+02
4.6000000000000000e+02	2.4689186575796267e+00	1.0502336478611007e+00	1.1155402610049211e+02	1.1072963594561908e+02
4.8000000000000000e+02	2.4377197636080701e+00	1.0651131612626379e+00	1.1190407641582360e+02	1.1111753326636602e+02
5.0000000000000000e+02	2.4077680999344646e+00	1.0778777138944264e+00	1.1223603615677287e+02	1.1148721268525613e+02
5.2000000000000000e+02	2.3791604434374585e+00	1.0886976140378362e+00	1.1255036145499565e+02	1.1183881609521575e+02
5.4000000000000000e+02	2.3519738033457553e+00	1.0977394445382136e+00	1.1284103613208433e+02	1.1209635388172592e+02
5.6000000000000000e+02	2.3263761235588141e+00	1.1051249947564528e+00	1.1309857303633216e+02	1.1226655857207405e+02
