0.0000000000000000e+00	2.0052381305106671e+01	-1.1368683772161603e-13
8.0000000000000000e+01	1.7549865930239779e+01	-2.8421709430404007e-14
1.6000000000000000e+02	1.5696719788634946e+01	0.0000000000000000e+00
2.4000000000000000e+02	1.4613088955618986e+01	-2.8421709430404007e-14
3.2000000000000000e+02	1.4131758731814807e+01	-2.8421709430404007e-14
4.0000000000000000e+02	1.4020485565154624e+01	0.0000000000000000e+00
4.8000000000000000e+02	1.4070378079723012e+01	-1.0676833917118810e+02
5.6000000000000000e+02	1.4133320810427342e+01	-7.5198201176160478e+02
6.4000000000000000e+02	1.4172903377470933e+01	-1.0164711840733520e+03
7.2000000000000000e+02	1.4190051946192071e+01	-1.1188118441679844e+03
1.5000000000000000e+03	1.4190051946192071e+01	-1.1188118441679844e+03
